year,longitude,latitude,where_coordinates,best,deaths_civilians
2005,70.9771,34.706,Bahr Abad village,3,0
2005,68.5479,33.353,Dewi village,3,0
2005,65.0519,31.6235,Kushk Nakhod village,4,0
2005,64.131675,30.852922,Garmser district,2,0
2006,66.987372,32.511956,Arghandab district (Zabul),6,0
2006,65.705795,31.611795,Kandahar town,3,1
2006,65.873313,32.62675,Tirin Kot town,9,0
2006,70.190835,33.383675,Tere Zayi district (Alisher),1,0
2006,65.457451,32.622501,Dihrawud town,6,0
2006,69.883334,33.383334,Khost province,2,0
2006,68.631119,33.298885,Sardeh Band village,1,1
2006,64.608526,31.829363,Nahri Sarraj district (Greshk),5,0
2006,69.487192,32.971113,Lawara area,4,0
2006,68.446963,33.305843,Andar district,5,0
2006,68.325011,33.374819,Kabul-Kandahar highway (Andar district),1,0
2006,68.945449,32.389617,Gomal district,2,0
2006,65.181021,30.120517,Reg district (Kandahar),4,0
2006,70.076616,33.530101,Bak district,6,1
2006,64.994325,32.120374,Sangin district,10,1
2006,64.737566,32.465816,Musa Qala district,4,0
2006,64.47606,32.468709,Naw Zad district,7,0
2006,66.4002,31.00568,Spin Boldak town,1,0
2006,65.687092,32.100181,Kandahar-Nesh road (Khakrez district),6,0
2006,65.038714,32.48418,Kajaki district,4,0
2006,65.474153,32.920909,Shahidi Hossas district (Charchino),11,0
2006,70.20739,34.663769,Mihtarlam town,1,0
2006,68.866179,34.395614,Maydan Shahr town,1,0
2006,70.914272,34.95455,Dara-i-Pech district (Manogai),2,1
2006,71.081975,34.998476,Wata Pur district,6,0
2006,66.905121,32.10368,Qalat town,2,0
2006,64.7836,32.0036,Qaleh-ye Gaz village,5,0
2006,67.811699,32.613731,Dand village,1,0
2006,70.863598,34.74075,Chawkay district,2,0
2006,65.465693,32.584696,Dihrawud district,9,0
2006,62.065236,32.489324,Pusht Rod district,2,0
2006,67.75,33.33333,Ghazni province,1,0
2006,62.10307,30.206999,Chahar Burjak district,1,0
2006,64.99308,31.5819,Maywand district,3,0
2006,63.861445,31.625941,Nad Ali district (Marja),2,0
2006,64.091336,31.270823,Nawa-i-Barak Zayi district,1,0
2006,66.007358,32.080455,Shah Wali Kot district,1,0
2006,62.480503,32.630096,Shewan village,1,0
2006,69.041565,33.4232,Zurmat district,2,0
2006,65.75,31,Kandahar province,1,0
2006,65.88589,32.18459,Gumbad village,2,0
2006,70.3861,34.2859,Kandi Bagh village,3,1
2006,63.0796,30.1889,Rabat village,4,0
2006,64.377396,31.579996,Lashkar Gah town,5,2
2006,65,33,Afghanistan,2,0
2006,66.7299,32.0604,Shokhak village,1,0
2006,71.0627,34.9407,Malikana village,4,0
2006,63.129694,29.889044,Dishu district,1,0
2006,63.879346,30.15106,Reg district (Hilmand),1,1
2006,66.335951,32.378207,Miya Nishin district,8,0
2006,69.033302,33.4333,Zurmat (Matwarkh) town,2,0
2006,68.416702,33.549999,Ghazni town,3,0
2006,66.479645,31.01947,Shero Obeh village,16,0
2006,66,32.83333,Uruzgan province,10,0
2006,64.131675,30.852922,Garmser district,9,0
2006,62.5,31,Nimroz province,4,0
2006,64.961845,32.161797,Kaj Gird village,6,0
2006,70.084213,34.825481,Alishing district,4,0
2006,65.647486,31.756763,Arghandab district (Kandahar),2,1
2006,65.638,31.6416,Char Bagh village,5,0
2006,64.3088,31.674995,Chanjir village,1,0
2006,63.266,31.984,Dilaram sub-district,4,0
2006,67.783463,32.945127,Muqur district (Ghazni),1,0
2006,69.26908,32.51942,Angor Ada border post (Afghan side),2,0
2006,64,31,Hilmand province,4,0
2006,71.146812,34.87455,Asadabad town,3,1
2006,70.9455,34.8877,Chichal village,2,0
2006,71.133333,34.95,Kunar province,3,0
2006,64.512,31.7872,Malgir village,1,0
2006,71.228891,34.861777,Marawara district,6,0
2006,69.647499,34.854229,Tagab town,1,0
2006,66.2608,32.92962,Chora district,5,0
2006,65.429011,31.523392,Between Zhari and Panjwayi districts,41,0
2006,65.33361,31.540737,Sangsar locality,6,0
2006,69.498413,33.346485,Sayedkhel village,3,0
2006,65.04411,33.016315,Baghran district,5,0
2006,70.924465,34.900056,Korangal valley,4,3
2006,69,35.75,Baghlan province,1,0
2006,67.633333,32.716667,Gelan district,3,0
2006,68.207658,33.414025,Waghaz district,1,0
2006,64.55774,31.564428,Lashkar Gah district,3,0
2006,65.397591,31.640454,Zhari district,16,0
2006,65.158015,31.072875,Panjwayi district,16,0
2006,64.570518,31.82004,Greshk town,2,0
2006,68.344562,33.063712,Giro district,5,0
2006,69.67923,34.797169,Tagab district (Kapisa),1,0
2006,69.276588,34.606895,Bakhtiaran village,2,1
2006,68.211389,33.375,Ranakhel village,1,0
2006,64.58823,31.83052,Adam Khan village,3,0
2006,64.7449,31.9014,Haydarabad village,3,0
2006,64.4937,32.3931,Garamban village,2,0
2006,66.520153,31.908849,Tarnak Wa Jaldak district,4,0
2006,67.282844,32.358438,Tazi locality,4,0
2006,69.27614,32.713324,Barmal district,6,0
2006,67.996501,33.220631,Qarabagh district (Ghazni),1,0
2006,65.542705,33.105809,Khod village,19,0
2006,65.500902,32.005213,Khakrez district,1,0
2006,64.772322,32.350174,Musa Qala town,39,1
2006,65.331341,31.4927,Alizi village,21,8
2006,68.269089,33.458893,Godale Shamsher village,15,0
2006,62.200001,34.349991,Hirat town,2,0
2006,66.688212,32.612577,Daychopan district,19,0
2006,69.25855,34.547772,Camp Phoenix,3,2
2006,62,34.5,Hirat province,1,0
2006,68.289354,33.572292,Wali Muhammadi Shahid district,1,0
2006,63.7,29.483333,Qal'a Sak village,5,0
2006,69.1025,33.4959,Neknam village,1,1
2006,68.385391,33.408092,Akhundkhel village,4,0
2006,68.06357,32.88363,Ab Band district,8,0
2006,66.996744,32.209067,Qalat district,1,0
2006,67.25,32.25,Zabul province,1,0
2006,67.609726,32.774757,Qarya-i-Dzabet village,1,0
2006,66.3731,32.4097,Miya Nishin village,10,0
2006,67.4774,32.5695,Qala Mubin village,4,0
2006,66.887,32.061,Kakaran village,5,0
2006,69.960555,33.366944,FOB Salerno,1,0
2006,70.146752,34.227055,Khogyani district,2,0
2006,62.359647,33.244188,Shindand district,2,0
2006,66.030379,32.683043,Marabad locality,16,0
2006,69.58333,35,Kapisa province,3,0
2006,67.394208,32.495924,Shahjoy district,2,0
2006,69.218387,34.369083,Musayi district,3,3
2006,62.1207,32.6604,Khaki Safed village,4,0
2006,68.393791,33.376492,Yaqub village,1,0
2006,65.3358,32.5539,Seya Chob village,15,0
2006,65.334198,31.506594,Sayedan village,12,0
2006,69.327506,33.158342,Ziruk district,20,0
2006,67.4925,32.6018,Hassan Kariz Naw Abad village,4,0
2006,68.657758,33.472932,Dih Yak district,4,0
2006,65.9088,32.7528,Baluche village,5,0
2006,65.118611,32.3225,Kajaki Dam,6,0
2006,62.099499,32.973194,Rigi Bala village,2,0
2006,65.9222,32.6839,Sar Murghab village,7,0
2006,67.181449,32.860043,Kakar district,7,0
2006,65.850348,31.507365,Kandahar airport,1,0
2006,69.395751,32.975216,Gayan district,5,0
2006,68.131147,32.563758,Dila district (Koshamand),3,0
2006,71.093693,34.122312,Torkham border gate,6,0
2006,65.2072,32.6864,Baghe Yosuf village,8,0
2006,65.439491,31.554798,Bayanzi village,25,0
2006,68.3902,33.3999,Mechan Khel village,2,0
2006,65.64195,32.96454,Lwar Gawrgin village,12,0
2006,71.0397,34.9557,Khater Bana village,1,1
2006,67.151789,31.918721,Shinkay district,2,0
2006,64.8922,32.1089,Joshyalay village,9,0
2006,68.325691,33.302296,Khandikhel village,1,0
2006,65.02169,32.414291,Ghachzar village,37,12
2006,64.830841,32.072639,Sangin town,15,0
2006,67.567827,32.217008,Naw Bahar district,4,0
2006,64.7386,31.8768,Mirmandaw village,3,0
2006,69.99947,35.035862,Dawlat Shah district,2,1
2006,65.434295,31.557203,Pashmul village,14,0
2006,68.788611,33.1725,Sharan town,2,0
2006,64.797081,32.23872,Sharageh village,1,0
2006,69.994011,33.45882,Yaqubi town,2,1
2006,66.033302,32.858299,Chora town,7,0
2006,65.9923,32.8388,Kala Kala village,6,0
2006,65.8593,32.706,Khurma village,6,0
2006,70.0086,33.2865,Maidani Kalay village,4,0
2006,65.042892,32.110691,Kuchnay Karez village,8,0
2006,69.232445,33.589794,Gardez town,3,1
2006,66.690348,32.997793,Khas Uruzgan district,2,0
2006,64.680084,31.788546,Yakhcha village,1,0
2006,64.211029,31.1308,Garmser town,7,0
2006,69.958707,33.214845,Gurbuz district,3,2
2006,65.749792,31.220671,Daman district,2,1
2006,62.88273,32.21683,Bakwa district,3,0
2006,62.5,32.5,Farah province,3,1
2006,71.058395,34.939762,Dag village,5,0
2006,69.74619,33.186133,Tani district,1,0
2006,64.7564,32.3265,Ghundi Kalay village,5,0
2006,64.756,32.3454,Ghartala Kalay village,5,0
2006,66.552678,31.519681,Arghistan district,5,0
2006,70.4428,34.3856,Farm Hada,8,3
2006,64.116051,30.715969,Mullah Habibullah village,19,0
2006,65.463888,31.544444,Panjwayi town,24,7
2006,65.429192,31.525591,Shaykh Qalandar village,20,0
2006,71.028372,35.227695,Waygal district,3,0
2006,67.390181,31.725736,Atghar district,1,0
2006,65.0943,32.3348,Qala Gul village,13,0
2006,63.484306,32.388298,Til Kamand village,6,0
2006,71.130241,34.867355,Asadabad district,9,0
2006,68.4027,31.7936,Turwo village,10,0
2006,65.431099,31.497393,Seperwan village,12,0
2006,64.240222,31.53468,Highway between Marja town and Lashkargah town (Nad Ali district),3,0
2006,70.183333,34.783333,Laghman province,3,0
2006,69.665383,33.589444,Musa Khel district,2,0
2006,61.320915,31.724611,Lash Wa Juwayn district,5,2
2006,68.438499,33.371292,Mehman village,2,0
2006,66.033102,31.231766,Kandahar-Spin Boldak highway,2,2
2006,66.99823,32.15387,Omarkhel village,2,0
2006,64.4661,32.4037,Naw Zad town,2,0
2006,66.25,33.75,Daykundi province,2,0
2006,62.940045,31.749897,Khash Rod district,7,0
2006,69.47174,34.759617,Kohi Safi district,2,0
2006,68.313666,31.906198,Turwo district,2,0
2006,68.493604,34.108103,Chaki Wardak district,8,0
2006,70.217228,33.461875,Babrak Tana ruin,2,0
2006,61.527138,32.293083,Qala-I-Kah town,2,0
2006,69.709991,33.235493,Hesarak village,7,1
2006,67.253177,31.447533,Maruf district,3,0
2006,66.0967,32.1839,Karizgay village,7,0
2006,68.399094,33.473995,Isfanda Ulya village,4,0
2006,69.940201,33.818497,Patan village,1,1
2006,62.2018,32.4747,Sur village,8,0
2006,71.5326,35.2979,Barikot village,4,0
2006,62.9457,32.2393,Bakwa village,4,0
2006,66.6309,32.926,Khas Uruzgan village,4,0
2006,69.347777,34.519722,Pol-e Charkhi prison,1,0
2006,65.4383,31.5526,Char Kocha Baberan village,5,0
2006,65.703852,32.381923,Nesh district,1,0
2006,65.9645,32.8243,Qala Now village,26,0
2006,69.684565,33.38193,Nadir Shah Kot district,2,0
2006,69.918411,33.335091,Khost town,1,0
2006,68.725729,33.200841,Sharan district,10,0
2006,67.32766,32.45013,Gajoy village,3,0
2006,69.33333,33.666667,Paktya province,6,0
2006,62.753066,32.771851,Bala Buluk district,2,0
2006,67.60195,32.648934,Zhiray mountain,2,0
2006,70.1319,34.2914,Khowaran Kalay village,5,1
2006,66.508063,32.178461,Mizan district,5,0
2006,69.701938,33.937478,Shashti bazaar,6,0
2006,68.394196,33.383595,Zakuri village,3,0
2006,65.507088,31.595592,Ashoqa village,8,8
2006,65.5305,33.0522,Bagh Khoshak village,11,0
2006,64.579681,31.822432,Tajekan suburb,14,13
2006,64.734277,31.698933,Hirat-Kandahar highway (Nahri Sarraj district),1,0
2006,70.0856,33.3757,Bodakhel village,1,0
2006,68.414585,33.372758,Alibeg village,1,0
2006,66.203287,32.922474,Chora valley,70,0
2006,71.31308,35.453482,Mandagal area,4,0
2006,62.001952,33.703791,Adraskan district,6,0
2006,65.333092,31.557999,Hawz-e Madad village,8,0
2006,69.532119,33.315326,Shamal district,3,0
2006,68.041763,33.112455,Lewani  Bazar village,1,0
2006,68.971092,33.848099,Dabare Aluy-Bala village,1,0
2006,67.014496,32.183189,Spin Ghbarga village,1,0
2006,69.18,32.941111,Urgun town,16,12
2006,65.087,32.3183,Lwar Kajaki village,11,0
2006,69.02274,33.995289,Puli Alam town,2,0
2006,71.003535,34.799643,Narang district,1,1
2006,64.1167,31.0667,Kharko village,8,0
2006,69.633808,33.81524,Lija Ahmad Khel district,6,0
2006,66.723663,31.974191,Jaldak locality,3,0
2006,70.796068,35.183452,Wama district,1,0
2006,65.4,31.516667,Siahchob village,13,0
2006,70.095083,34.651798,Mihtarlam district,1,0
2006,63.702044,29.503568,Hilmand province-Pakistani border,3,0
2006,69.899722,33.531666,Maktab bazar,3,0
2006,63.153801,35.481792,Mangan village,3,0
2006,69.894997,33.335789,Ghorumbay suburb,1,1
2007,62.157101,32.666599,Khosk Abeh village,1,0
2007,62.359647,33.244188,Shindand district,13,4
2007,65.474153,32.920909,Shahidi Hossas district (Charchino),12,0
2007,65.038714,32.48418,Kajaki district,11,0
2007,64.608526,31.829363,Nahri Sarraj district (Greshk),8,0
2007,69.776604,33.318041,Mando Zayi district,4,4
2007,66.508063,32.178461,Mizan district,2,0
2007,69.27614,32.713324,Barmal district,12,0
2007,69.180221,34.210415,Muhammad Agha district,1,0
2007,65.111748,32.356625,Khake Jahannum village,17,0
2007,66.905121,32.10368,Qalat town,3,0
2007,63.74003,32.44099,Kosha village,2,0
2007,64.131675,30.852922,Garmser district,10,0
2007,69.920129,33.315615,Shimal Khwar area,3,0
2007,66.2608,32.92962,Chora district,26,0
2007,70.863598,34.74075,Chawkay district,3,2
2007,64.994325,32.120374,Sangin district,8,0
2007,68.788611,33.1725,Sharan town,1,0
2007,68.75,32.416667,Paktika province,2,0
2007,64.99308,31.5819,Maywand district,7,0
2007,65.873313,32.62675,Tirin Kot town,5,1
2007,69.162796,34.531094,Kabul city,8,3
2007,62.88273,32.21683,Bakwa district,6,0
2007,65.916956,32.532455,Tirin Kot-Kandahar road (Tirin Kot district),9,0
2007,69.960555,33.366944,FOB Salerno,11,8
2007,66.690348,32.997793,Khas Uruzgan district,8,0
2007,66.1019,32.1986,Katasang village,3,0
2007,64.800022,32.293286,Yatemcha village,8,0
2007,68.945449,32.389617,Gomal district,4,0
2007,65.397591,31.640454,Zhari district,6,0
2007,66.495293,32.223995,Bagwan village,2,0
2007,62.22584,34.212607,Hirat International Airport,1,0
2007,69.041565,33.4232,Zurmat district,2,0
2007,69.216998,32.493212,Shakin sub-district,3,0
2007,69.2546,32.9251,Pir Koti village,8,0
2007,63.09,32.01839,Dasht-e Bakwa plains,12,0
2007,64.7564,32.3265,Ghundi Kalay village,4,0
2007,64.99207,31.645522,Kandahar-Hirat highway (Maywand district),6,0
2007,66.5131,32.174,Mizan village,2,0
2007,65.3147,31.4428,Talukan village,17,0
2007,65.705795,31.611795,Kandahar town,3,0
2007,67.424297,32.527087,Kandahar-Ghazni highway (Shahjoy district),2,0
2007,66.030379,32.683043,Marabad locality,9,0
2007,64.7386,31.8768,Mirmandaw village,10,0
2007,63.266,31.984,Dilaram district,7,0
2007,64.855247,32.309448,Landay village,7,0
2007,64.3088,31.674995,Chanjir village,2,0
2007,64.772322,32.350174,Musa Qala town,11,0
2007,64.1889,31.126,Haji Amin Kalay village,1,1
2007,65.850348,31.507365,Kandahar airport,1,0
2007,62.753066,32.771851,Bala Buluk district,2,0
2007,71.522,35.2234,Nari town,1,0
2007,70.833333,35.3,Nuristan province,1,0
2007,71.314533,35.483273,Kamdesh district,10,0
2007,69.918411,33.335091,Khost town,2,0
2007,66.987372,32.511956,Arghandab district (Zabul),4,0
2007,66.66142,32.31974,Robagak village,12,0
2007,64.8538,32.0871,Choghak village (1),2,1
2007,64.8091,31.9941,Khumari village,6,6
2007,71.118319,34.750462,Sirkanay district,1,0
2007,64.830841,32.072639,Sangin town,1,0
2007,62.9976,31.768,Menar village,5,0
2007,66.723663,31.974191,Jaldak locality,1,0
2007,70.41667,34.33333,Nangarhar province,4,0
2007,69.958707,33.214845,Gurbuz district,3,0
2007,70.45575,34.428844,Jalalabad town,1,0
2007,69.604881,35.018082,Darra Kalan village,9,9
2007,64.47606,32.468709,Naw Zad district,1,0
2007,65.118611,32.3225,Kajaki Dam,1,0
2007,63.861445,31.625941,Nad Ali district (Marja),2,0
2007,69.883334,33.383334,Khost province,1,0
2007,65.75,31,Kandahar province,4,0
2007,66.552678,31.519681,Arghistan district,4,0
2007,68.418793,33.423992,Qarabaghi village,5,2
2007,67.014496,32.183189,Spin Ghbarga village,2,0
2007,62.8092,32.5797,Gim Sabz village,2,0
2007,61.320915,31.724611,Lash Wa Juwayn district,2,0
2007,65.958992,31.318392,Takhteh Pol village,2,0
2007,66.43049,30.95761,Wesh village,4,3
2007,64.377396,31.579996,Lashkar Gah town,3,0
2007,68.326306,32.252137,Waza Khwa district,4,0
2007,65.333092,31.557999,Hawz-e Madad village,2,1
2007,65.158015,31.072875,Panjwayi district,5,0
2007,62.4597,32.6221,Ganjabad village,21,0
2007,68.8861,33.455,Kalalgo village,5,0
2007,70.761085,34.290316,Bati Kot district,2,0
2007,66.007358,32.080455,Shah Wali Kot district,15,0
2007,69.487192,32.971113,Lawara area,12,0
2007,68.582346,34.525025,Jalrez district,7,0
2007,68.446963,33.305843,Andar district,3,0
2007,64.737566,32.465816,Musa Qala district,15,0
2007,64.818172,32.127795,Landi Nawa area,25,0
2007,62.001952,33.703791,Adraskan district,1,0
2007,65.647486,31.756763,Arghandab district (Kandahar),15,0
2007,67.25,32.25,Zabul province,4,0
2007,69.073448,34.011698,Eastern Afghanistan,1,0
2007,69.034297,33.060666,Sar Hawza district,3,0
2007,65.40409,32.90019,Saraw village,13,0
2007,66.060617,30.536295,Shorabak-Spin Boldak border,7,0
2007,67.560004,32.5669,Shobar locality,7,0
2007,70.20739,34.663769,Mihtarlam town,3,1
2007,65.324791,31.49749,Nalgham village,6,0
2007,64.930411,32.151234,Sangin valley,29,0
2007,67.2006,32.30759,Nawrak village,3,0
2007,65.0599,31.6173,Hutal (Maywand) town,1,0
2007,68.344562,33.063712,Giro district,5,0
2007,67.996501,33.220631,Qarabagh district (Ghazni),4,0
2007,69.26635,32.53529,Kaka Khel village,4,0
2007,66.169753,30.987916,Spin Boldak district,3,0
2007,62.193302,32.459422000000004,Farah-Bala Buluk road (Farah district),7,0
2007,67.151789,31.918721,Shinkay district,4,0
2007,67.282844,32.358438,Tazi locality,24,0
2007,64.875154,31.480806,Southern Afghanistan,1,0
2007,68.451736,33.332039,Miray village,2,0
2007,68.3298,33.3819,Qala-i-Ghafur village,3,0
2007,64.4661,32.4037,Naw Zad town,1,0
2007,68.865189,36.726131,Kunduz town,6,2
2007,69.67923,34.797169,Tagab district (Kapisa),5,0
2007,64,31,Hilmand province,2,0
2007,67.75,33.33333,Ghazni province,3,0
2007,67.76969,31.822957,Shamulzayi district,4,0
2007,71.0479,34.9421,Dargi village,5,0
2007,70.914272,34.95455,Dara-i-Pech district (Manogai),4,1
2007,66.996744,32.209067,Qalat district,2,0
2007,68.06357,32.88363,Ab Band district,2,0
2007,67.897543,32.326913,Nawa district,4,0
2007,70.190835,33.383675,Tere Zayi district (Alisher),11,0
2007,62.164119,33.192284,Zer Koh sub-district,43,12
2007,67.533897,31.505775,Zarif Kalay village,5,0
2007,64.211029,31.1308,Garmser town,1,0
2007,65.863592,32.611117,Camp Holland (Tirin Kot airport),1,0
2007,62.5,32.5,Farah province,4,0
2007,67.783463,32.945127,Muqur district (Ghazni),3,0
2007,69.910444,33.791219,Dand Wa Patan district,3,0
2007,64.9751,32.1765,Lwar Malazi village,21,21
2007,67.633333,32.716667,Gelan district,10,0
2007,67.5463,32.967,Angori village,6,0
2007,69.395751,32.975216,Gayan district,10,0
2007,70.7076,34.2591,Farm Chahar area,1,0
2007,63.0522,32.2091,Saghay village,14,0
2007,69.811474,34.927257,Alasay district,10,1
2007,70.5766,34.6826,Shukyali village,2,0
2007,64.961845,32.161797,Kaj Gird village,5,0
2007,66.688212,32.612577,Daychopan district,4,0
2007,64.9185,32.1348,Fairozi village,5,0
2007,64.8779,32.1101,Tura Oba Kalay village,5,0
2007,69.633808,33.81524,Lija Ahmad Khel district,2,0
2007,62.609352,32.674404,Nalak village,7,0
2007,64.8922,32.1089,Joshyalay village,3,0
2007,68.703469,34.467111,Jalrez-Maydan Shahr road (Jalrez district),3,0
2007,64.1167,31.0667,Kharko village,13,0
2007,64.58823,31.83052,Adam Khan village,26,12
2007,68.287261,32.302874,Gwashta locality,3,0
2007,70.912193,34.980793,Nangalam village,3,0
2007,62.480503,32.630096,Shewan village,2,0
2007,71.228891,34.861777,Marawara district,1,0
2007,65.663059,32.627753,Between Dihrawud and Tirin Kot,4,0
2007,70.0909,34.4078,Bar Bangala Shair village,6,0
2007,65.053246,32.280746,Kajaki town,7,0
2007,67.255,32.3525,Shah Hassankhel village,18,0
2007,62.065236,32.489324,Pusht Rod district,10,0
2007,64.8825,32.1183,Miyan Roday village,30,0
2007,71.028372,35.227695,Waygal district,4,0
2007,68.421723,33.675469,Khwaja Umari district,1,0
2007,69.2634,32.5302,Shkin village,3,0
2007,67.469893,33.143458,Jaghuri district,15,5
2007,70.217228,33.461875,Babrak Tana ruin,2,0
2007,65.195661,32.043898,Ghorak district,6,0
2007,71.133333,34.95,Kunar province,2,0
2007,64.878182,32.126476,Between Sangin district and Musa Qala district,20,0
